Biomarker,AUC,Sensitivity (max sum),Specificity (max sum),Sensitivity (sens > 95%),Specificity (sens > 95%),Log2FC,p-value,n_pos,n_neg,n_pos+n_neg
CNTN1_HUMAN,0.692,0.341,1.0,1.0,0.182,0.846,0.05399,41,11,52
EPS8_HUMAN,0.692,0.634,0.727,0.976,0.273,0.798,0.05399,41,11,52
DUS23_HUMAN,0.692,0.512,0.818,0.951,0.273,0.641,0.05399,41,11,52
MSRA_HUMAN,0.692,0.659,0.727,0.976,0.364,0.482,0.05399,41,11,52
PITC1_HUMAN,0.692,0.756,0.727,1.0,0.091,0.645,0.05399,41,11,52
PEPL_HUMAN,0.69,0.976,0.364,0.976,0.364,0.951,0.056844,41,11,52
ACPH_HUMAN,0.69,0.707,0.727,1.0,0.091,-0.438,0.056844,41,11,52
GLU2B_HUMAN,0.69,0.878,0.545,0.951,0.364,-0.53,0.056844,41,11,52
AMRP_HUMAN,0.69,0.805,0.545,0.951,0.273,-0.75,0.056844,41,11,52
HSP74_HUMAN,0.69,0.902,0.455,0.951,0.273,-0.498,0.056838,41,11,52
MYH10_HUMAN,0.69,0.659,0.727,0.976,0.182,-0.914,0.056844,41,11,52
RS27_HUMAN,0.69,0.78,0.636,0.976,0.364,-0.426,0.056844,41,11,52
ARF6_HUMAN,0.69,0.78,0.636,1.0,0.273,0.774,0.056838,41,11,52
PDIA6_HUMAN,0.69,0.878,0.545,0.951,0.364,-0.603,0.056844,41,11,52
RMD3_HUMAN,0.69,0.439,0.909,0.951,0.091,0.531,0.056844,41,11,52
CNN2_HUMAN,0.69,0.659,0.727,1.0,0.091,0.564,0.056844,41,11,52
TOLIP_HUMAN,0.69,0.488,0.909,0.951,0.182,0.46,0.056844,41,11,52
SIAE_HUMAN,0.69,0.78,0.636,1.0,0.182,0.851,0.056844,41,11,52
LZTL1_HUMAN,0.69,0.634,0.727,1.0,0.091,0.571,0.056844,41,11,52
CNOT7_HUMAN,0.69,0.61,0.818,0.951,0.182,0.44,0.056844,41,11,52
KIF2A_HUMAN,0.687,0.512,0.909,0.951,0.273,0.571,0.059822,41,11,52
ARSA_HUMAN,0.687,0.659,0.818,0.951,0.364,0.396,0.059822,41,11,52
IGHG4_HUMAN,0.687,0.585,0.818,0.951,0.182,-0.355,0.059822,41,11,52
ALDOC_HUMAN,0.687,0.902,0.455,0.951,0.364,-0.787,0.059822,41,11,52
PECA1_HUMAN,0.687,0.317,1.0,0.976,0.091,0.434,0.059822,41,11,52
AT2B1_HUMAN,0.687,0.585,0.818,0.951,0.182,0.491,0.059822,41,11,52
PTEN_HUMAN,0.687,0.854,0.545,0.976,0.182,0.728,0.059822,41,11,52
PIPNA_HUMAN,0.687,0.634,0.727,0.951,0.182,0.489,0.059822,41,11,52
PTGR1_HUMAN,0.687,0.756,0.636,0.951,0.273,0.739,0.059822,41,11,52
HCDH_HUMAN,0.687,0.634,0.727,1.0,0.0,0.566,0.059822,41,11,52
PXDN_HUMAN,0.687,0.78,0.636,0.951,0.182,-0.687,0.059822,41,11,52
ARMC1_HUMAN,0.687,0.78,0.727,0.951,0.364,-0.4,0.059822,41,11,52
TS101_HUMAN,0.686,0.756,0.636,1.0,0.091,0.56,0.061353,41,11,52
IGLC3_HUMAN,0.685,0.707,0.727,0.951,0.091,-0.307,0.062928,41,11,52
FLNA_HUMAN,0.685,0.488,0.909,0.951,0.273,-0.452,0.062928,41,11,52
LG3BP_HUMAN,0.685,0.707,0.636,1.0,0.273,0.803,0.062928,41,11,52
MSLN_HUMAN,0.685,0.902,0.455,1.0,0.273,1.523,0.062928,41,11,52
CYLD_HUMAN,0.685,0.805,0.636,1.0,0.273,0.349,0.062928,41,11,52
KI13B_HUMAN,0.685,0.902,0.545,0.951,0.455,0.795,0.062928,41,11,52
CYRIB_HUMAN,0.685,0.683,0.727,0.951,0.364,-0.454,0.062928,41,11,52
AAKB1_HUMAN,0.685,0.634,0.818,0.976,0.091,0.404,0.062928,41,11,52
HEBP2_HUMAN,0.685,0.585,0.727,0.976,0.273,0.66,0.062928,41,11,52
PMM2_HUMAN,0.683,0.756,0.636,0.951,0.182,0.549,0.066167,41,11,52
TOM70_HUMAN,0.683,0.805,0.636,0.976,0.182,-0.585,0.066167,41,11,52
SVIL_HUMAN,0.683,0.707,0.727,1.0,0.182,0.44,0.066167,41,11,52
DRB1_HUMAN,0.683,0.976,0.364,0.976,0.364,1.133,0.066167,41,11,52
ANXA5_HUMAN,0.683,0.829,0.545,0.976,0.091,0.823,0.066167,41,11,52
MX1_HUMAN,0.683,0.732,0.636,0.951,0.091,-0.994,0.066167,41,11,52
PSB9_HUMAN,0.683,0.707,0.727,1.0,0.091,0.585,0.066167,41,11,52
ADDB_HUMAN,0.683,0.585,0.818,0.951,0.273,-0.776,0.066167,41,11,52
SYCC_HUMAN,0.683,0.756,0.636,0.951,0.091,-0.398,0.066167,41,11,52
KAD2_HUMAN,0.683,0.902,0.455,0.976,0.182,-0.545,0.066167,41,11,52
PSA_HUMAN,0.683,0.829,0.545,0.976,0.273,-0.465,0.066167,41,11,52
CPZIP_HUMAN,0.683,0.537,0.818,0.976,0.273,0.583,0.066167,41,11,52
FERM2_HUMAN,0.683,0.61,0.818,1.0,0.273,-0.622,0.066167,41,11,52
XPO5_HUMAN,0.683,0.78,0.636,0.951,0.364,-0.698,0.066167,41,11,52
IMPA3_HUMAN,0.683,0.878,0.545,0.951,0.091,-0.334,0.066167,41,11,52
NRBP_HUMAN,0.683,0.585,0.818,1.0,0.182,-0.483,0.066167,41,11,52
RAB35_HUMAN,0.682,0.61,0.818,0.951,0.182,0.601,0.067831,41,11,52
NHRF1_HUMAN,0.681,0.902,0.455,0.951,0.273,0.743,0.069541,41,11,52
SKAP2_HUMAN,0.681,0.561,0.818,1.0,0.273,0.666,0.069541,41,11,52
TFIP8_HUMAN,0.681,0.78,0.727,0.951,0.273,0.437,0.069541,41,11,52
GTR1_HUMAN,0.681,0.878,0.455,1.0,0.0,-0.863,0.069541,41,11,52
AMPN_HUMAN,0.681,0.415,1.0,1.0,0.091,1.052,0.069541,41,11,52
CO4A2_HUMAN,0.681,0.683,0.818,0.976,0.091,0.466,0.069541,41,11,52
C4BPB_HUMAN,0.681,0.415,0.909,0.976,0.091,-0.858,0.069541,41,11,52
VATC1_HUMAN,0.681,0.683,0.818,0.951,0.273,-0.304,0.069541,41,11,52
MDHC_HUMAN,0.681,0.463,0.909,0.951,0.182,-0.329,0.069541,41,11,52
CH10_HUMAN,0.681,0.415,0.909,1.0,0.182,-0.655,0.069541,41,11,52
SHPS1_HUMAN,0.681,0.415,0.909,1.0,0.0,0.548,0.069541,41,11,52
MERTK_HUMAN,0.681,0.659,0.636,1.0,0.273,0.582,0.069541,41,11,52
QPCT_HUMAN,0.681,0.683,0.727,0.976,0.182,0.803,0.069541,41,11,52
HMHA1_HUMAN,0.681,0.707,0.727,0.951,0.182,0.385,0.069541,41,11,52
MAGD2_HUMAN,0.681,0.902,0.455,0.951,0.364,-0.756,0.069541,41,11,52
TSP4_HUMAN,0.68,0.561,0.818,0.976,0.182,-0.58,0.071275,41,11,52
K1C19_HUMAN,0.678,0.829,0.636,1.0,0.182,1.125,0.073056,41,11,52
PLOD2_HUMAN,0.678,0.927,0.455,0.951,0.364,-1.11,0.073056,41,11,52
CASP1_HUMAN,0.678,0.78,0.636,1.0,0.182,0.595,0.073056,41,11,52
IL6RB_HUMAN,0.678,0.634,0.727,0.976,0.273,0.76,0.073056,41,11,52
PSB10_HUMAN,0.678,0.707,0.818,0.951,0.091,0.57,0.073056,41,11,52
RD23A_HUMAN,0.678,0.439,1.0,1.0,0.0,-0.364,0.073056,41,11,52
PAK2_HUMAN,0.678,0.854,0.545,1.0,0.091,-0.465,0.073056,41,11,52
STIM1_HUMAN,0.678,0.878,0.455,0.951,0.273,0.508,0.073056,41,11,52
TOIP2_HUMAN,0.678,0.756,0.636,1.0,0.0,-0.352,0.073056,41,11,52
LPIN2_HUMAN,0.678,0.561,0.818,0.951,0.182,-0.401,0.073056,41,11,52
MTNA_HUMAN,0.678,0.366,1.0,0.951,0.182,-0.465,0.073056,41,11,52
ACO13_HUMAN,0.678,0.878,0.455,0.951,0.364,-0.664,0.073056,41,11,52
LIN7C_HUMAN,0.678,0.415,1.0,1.0,0.182,0.509,0.073056,41,11,52
K1C16_HUMAN,0.676,0.707,0.727,1.0,0.0,1.049,0.076715,41,11,52
HSP13_HUMAN,0.676,0.366,1.0,0.951,0.182,-0.396,0.076715,41,11,52
FXR1_HUMAN,0.676,0.902,0.545,0.951,0.455,-0.599,0.076715,41,11,52
ACLY_HUMAN,0.676,0.463,0.909,0.976,0.091,-0.521,0.076715,41,11,52
PLCB2_HUMAN,0.676,0.683,0.727,0.951,0.364,0.487,0.076715,41,11,52
MGT5A_HUMAN,0.676,0.415,1.0,1.0,0.091,0.535,0.076715,41,11,52
IRF3_HUMAN,0.676,0.854,0.545,0.976,0.364,-0.449,0.076715,41,11,52
CUL1_HUMAN,0.676,0.951,0.455,0.951,0.455,-0.561,0.076715,41,11,52
H90B2_HUMAN,0.676,0.902,0.545,0.951,0.273,-0.507,0.076715,41,11,52
PNCB_HUMAN,0.676,0.683,0.727,0.951,0.364,-0.447,0.076715,41,11,52
PGM2L_HUMAN,0.676,0.756,0.636,0.951,0.182,0.715,0.076715,41,11,52
PAXX_HUMAN,0.676,0.488,0.909,1.0,0.182,0.449,0.076715,41,11,52
RBGPR_HUMAN,0.676,0.561,0.818,1.0,0.182,-0.429,0.076715,41,11,52
ABRAL_HUMAN,0.676,0.463,0.909,0.951,0.182,0.74,0.076715,41,11,52
PLAK_HUMAN,0.674,0.927,0.455,0.951,0.364,0.838,0.080521,41,11,52
ANT3_HUMAN,0.674,0.61,0.727,1.0,0.091,-0.588,0.080521,41,11,52
AMBP_HUMAN,0.674,0.585,0.818,0.951,0.182,-0.432,0.080521,41,11,52
SYTC_HUMAN,0.674,0.61,0.727,0.951,0.182,-0.482,0.080521,41,11,52
GMPR1_HUMAN,0.674,0.756,0.545,0.951,0.273,0.774,0.080521,41,11,52
FHR2_HUMAN,0.674,0.561,0.818,0.951,0.091,-0.443,0.080521,41,11,52
LAMB2_HUMAN,0.674,0.659,0.727,0.951,0.182,-0.418,0.080521,41,11,52
TBB2A_HUMAN,0.674,0.634,0.727,1.0,0.0,-0.674,0.080521,41,11,52
MYLK_HUMAN,0.674,0.756,0.636,0.976,0.182,0.68,0.080521,41,11,52
ARRD1_HUMAN,0.674,0.634,0.727,0.951,0.273,1.02,0.080521,41,11,52
NANP_HUMAN,0.674,0.805,0.636,0.951,0.182,-0.44,0.080521,41,11,52
VPS28_HUMAN,0.674,0.585,0.727,0.951,0.182,0.558,0.080521,41,11,52
CLU_HUMAN,0.672,0.61,0.727,0.976,0.273,-0.476,0.08448,41,11,52
NRP1_HUMAN,0.672,0.659,0.727,0.951,0.182,0.538,0.08448,41,11,52
CO8A_HUMAN,0.672,0.634,0.727,1.0,0.0,-0.507,0.08448,41,11,52
PTGDS_HUMAN,0.672,0.537,0.818,1.0,0.273,0.865,0.08448,41,11,52
APOBR_HUMAN,0.672,0.756,0.636,1.0,0.273,0.487,0.08448,41,11,52
ARFG3_HUMAN,0.672,0.854,0.545,0.951,0.273,0.697,0.08448,41,11,52
ALDOA_HUMAN,0.67,1.0,0.364,1.0,0.364,-0.556,0.088595,41,11,52
HV102_HUMAN,0.67,0.707,0.636,1.0,0.0,-0.466,0.088595,41,11,52
TAGL2_HUMAN,0.67,0.707,0.636,0.951,0.273,0.562,0.088595,41,11,52
AMPD3_HUMAN,0.67,0.707,0.727,0.976,0.091,0.267,0.088595,41,11,52
P3H1_HUMAN,0.67,0.61,0.727,0.951,0.273,-0.598,0.088595,41,11,52
ABHEB_HUMAN,0.67,0.78,0.545,0.976,0.182,0.502,0.088595,41,11,52
CSN3_HUMAN,0.67,0.732,0.636,0.951,0.182,-0.436,0.088595,41,11,52
UBFD1_HUMAN,0.667,0.537,0.909,0.951,0.182,-0.451,0.09287,41,11,52
NUD14_HUMAN,0.667,0.585,0.818,0.976,0.091,-0.542,0.09287,41,11,52
IGHM_HUMAN,0.667,0.805,0.545,1.0,0.091,-0.548,0.09287,41,11,52
IGG1_HUMAN,0.667,0.61,0.818,1.0,0.0,-0.305,0.09287,41,11,52
SPB5_HUMAN,0.667,0.927,0.364,0.951,0.182,1.029,0.09287,41,11,52
MDHM_HUMAN,0.667,0.829,0.545,1.0,0.0,-0.509,0.09287,41,11,52
MUC18_HUMAN,0.667,0.61,0.818,0.951,0.091,-0.343,0.09287,41,11,52
RAGP1_HUMAN,0.667,0.78,0.636,1.0,0.091,-0.455,0.09287,41,11,52
SPB9_HUMAN,0.667,0.756,0.545,0.951,0.182,-0.544,0.09287,41,11,52
ADA17_HUMAN,0.667,0.585,0.818,0.976,0.273,0.485,0.09287,41,11,52
ITIH3_HUMAN,0.667,0.585,0.818,0.976,0.273,-0.54,0.09287,41,11,52
TANK_HUMAN,0.667,0.659,0.727,0.951,0.182,0.302,0.09287,41,11,52
VPS25_HUMAN,0.667,0.537,0.818,1.0,0.091,0.414,0.09287,41,11,52
ITSN2_HUMAN,0.667,0.683,0.636,1.0,0.091,0.417,0.09287,41,11,52
XRP2_HUMAN,0.665,0.707,0.636,1.0,0.091,0.488,0.097309,41,11,52
SASH3_HUMAN,0.665,0.756,0.727,0.951,0.091,0.344,0.097309,41,11,52
RAB3D_HUMAN,0.665,0.39,1.0,0.976,0.182,0.415,0.097309,41,11,52
CO9_HUMAN,0.665,0.659,0.727,1.0,0.0,-0.431,0.097309,41,11,52
ACE_HUMAN,0.665,0.659,0.727,0.951,0.273,0.793,0.097309,41,11,52
ARFP1_HUMAN,0.665,0.707,0.636,0.976,0.273,0.701,0.097309,41,11,52
AIF1_HUMAN,0.665,0.805,0.636,1.0,0.0,0.47,0.097309,41,11,52
GALK2_HUMAN,0.665,0.659,0.727,0.976,0.182,0.56,0.097309,41,11,52
NPC2_HUMAN,0.665,0.78,0.636,1.0,0.182,0.626,0.097309,41,11,52
ROCK1_HUMAN,0.665,0.659,0.727,0.976,0.273,-0.413,0.097309,41,11,52
STX4_HUMAN,0.665,0.512,0.818,0.951,0.273,0.312,0.097309,41,11,52
SEPT6_HUMAN,0.665,0.488,0.909,0.951,0.091,-0.373,0.097309,41,11,52
FSCN1_HUMAN,0.665,0.439,0.909,0.976,0.182,-0.61,0.097309,41,11,52
FAHD1_HUMAN,0.665,0.561,0.818,0.951,0.091,-0.362,0.097309,41,11,52
RIN3_HUMAN,0.665,0.61,0.727,0.976,0.182,0.395,0.097309,41,11,52
NTAN1_HUMAN,0.665,0.634,0.727,1.0,0.0,0.336,0.097309,41,11,52
TBB2B_HUMAN,0.665,0.585,0.727,0.976,0.182,-0.911,0.097309,41,11,52
SMC4_HUMAN,0.665,0.756,0.636,0.951,0.273,-0.745,0.097309,41,11,52
VP37C_HUMAN,0.663,0.61,0.727,1.0,0.091,0.489,0.101915,41,11,52
HV551_HUMAN,0.663,0.561,0.909,0.951,0.091,-0.414,0.101915,41,11,52
RNT2_HUMAN,0.663,0.488,0.909,0.951,0.273,0.718,0.101915,41,11,52
SC16A_HUMAN,0.663,0.707,0.636,0.976,0.182,0.564,0.101915,41,11,52
HIP1R_HUMAN,0.663,0.707,0.636,1.0,0.091,0.501,0.101915,41,11,52
HS90A_HUMAN,0.663,0.878,0.545,0.951,0.364,-0.348,0.101915,41,11,52
CETN2_HUMAN,0.663,0.707,0.636,1.0,0.0,0.424,0.101915,41,11,52
CASP6_HUMAN,0.663,0.854,0.455,1.0,0.091,0.71,0.101915,41,11,52
DIAC_HUMAN,0.663,0.537,0.818,1.0,0.091,0.389,0.101915,41,11,52
B2MG_HUMAN,0.663,0.39,1.0,0.951,0.182,0.549,0.101915,41,11,52
ADAM9_HUMAN,0.663,0.805,0.545,0.951,0.182,0.759,0.101915,41,11,52
CUL3_HUMAN,0.663,0.61,0.727,1.0,0.091,-0.427,0.101915,41,11,52
POSTN_HUMAN,0.663,0.707,0.636,0.951,0.182,-0.695,0.101915,41,11,52
ADIPO_HUMAN,0.663,0.732,0.636,0.976,0.091,-0.522,0.101915,41,11,52
FBP1L_HUMAN,0.663,0.415,1.0,1.0,0.0,0.451,0.101915,41,11,52
FKB15_HUMAN,0.663,0.951,0.364,0.951,0.364,0.344,0.101915,41,11,52
RIR2B_HUMAN,0.663,0.707,0.636,0.951,0.273,-0.3,0.101915,41,11,52
OTU6B_HUMAN,0.663,0.683,0.727,0.976,0.182,-0.431,0.101915,41,11,52
NECT2_HUMAN,0.663,0.78,0.545,0.951,0.273,0.419,0.101915,41,11,52
NEUL_HUMAN,0.663,0.756,0.636,0.951,0.273,-0.456,0.101915,41,11,52
ZO2_HUMAN,0.663,0.854,0.455,0.951,0.273,0.701,0.101915,41,11,52
NAGA_HUMAN,0.663,0.854,0.455,1.0,0.091,-0.506,0.101915,41,11,52
PACN3_HUMAN,0.662,0.707,0.636,1.0,0.182,0.579,0.104276,41,11,52
XPOT_HUMAN,0.661,0.512,0.818,0.951,0.273,-0.464,0.106694,41,11,52
AACT_HUMAN,0.661,0.634,0.727,0.976,0.091,-0.981,0.106687,41,11,52
RALA_HUMAN,0.661,0.78,0.545,1.0,0.182,0.477,0.106694,41,11,52
NCF2_HUMAN,0.661,0.829,0.545,0.976,0.182,0.386,0.106694,41,11,52
COMT_HUMAN,0.661,0.561,0.818,1.0,0.182,0.77,0.106694,41,11,52
PSB5_HUMAN,0.661,0.561,0.818,0.976,0.273,-0.371,0.106694,41,11,52
2AAB_HUMAN,0.661,0.756,0.727,0.951,0.091,0.37,0.106694,41,11,52
STAT1_HUMAN,0.661,0.61,0.727,0.951,0.182,-0.724,0.106694,41,11,52
ACAP2_HUMAN,0.661,0.756,0.636,1.0,0.0,-0.309,0.106694,41,11,52
PRUN1_HUMAN,0.661,0.854,0.545,0.976,0.273,-0.394,0.106694,41,11,52
WDR13_HUMAN,0.661,0.585,0.727,0.976,0.091,0.382,0.106694,41,11,52
GIMA4_HUMAN,0.661,0.707,0.727,0.951,0.273,0.51,0.106694,41,11,52
DNM1L_HUMAN,0.659,0.829,0.545,0.951,0.364,-0.422,0.111649,41,11,52
RGS10_HUMAN,0.659,0.61,0.727,0.976,0.091,0.61,0.111649,41,11,52
BNI3L_HUMAN,0.659,0.634,0.727,0.976,0.091,0.474,0.111649,41,11,52
HPTR_HUMAN,0.659,0.78,0.545,0.951,0.091,-0.501,0.111649,41,11,52
GALT_HUMAN,0.659,0.317,1.0,0.976,0.182,-0.352,0.111649,41,11,52
CLCB_HUMAN,0.659,0.634,0.727,0.951,0.182,0.442,0.111649,41,11,52
RANG_HUMAN,0.659,0.537,0.818,0.951,0.182,-0.508,0.111649,41,11,52
AP4A_HUMAN,0.659,0.585,0.727,0.976,0.182,0.478,0.111649,41,11,52
SUMO2_HUMAN,0.659,0.415,0.909,0.951,0.273,-0.298,0.111649,41,11,52
GLGB_HUMAN,0.659,0.78,0.636,1.0,0.0,-0.344,0.111649,41,11,52
IL16_HUMAN,0.659,0.78,0.636,0.976,0.182,0.505,0.111649,41,11,52
TRI25_HUMAN,0.659,0.854,0.545,1.0,0.091,0.516,0.111649,41,11,52
RB3GP_HUMAN,0.659,0.829,0.455,1.0,0.273,-0.45,0.111649,41,11,52
PTRD1_HUMAN,0.659,0.463,0.909,1.0,0.0,-0.35,0.111649,41,11,52
NIBA2_HUMAN,0.659,0.927,0.455,0.951,0.182,0.446,0.111649,41,11,52
CUTC_HUMAN,0.659,0.585,0.727,1.0,0.091,-0.463,0.111649,41,11,52
ADPRS_HUMAN,0.659,0.39,0.909,0.976,0.273,-0.401,0.111649,41,11,52
COF2_HUMAN,0.659,0.732,0.636,1.0,0.091,-0.651,0.111649,41,11,52
WIPF1_HUMAN,0.656,0.732,0.727,1.0,0.0,0.521,0.116783,41,11,52
WFS1_HUMAN,0.656,0.756,0.545,1.0,0.091,0.543,0.116783,41,11,52
6PGL_HUMAN,0.656,0.683,0.636,1.0,0.091,-0.301,0.116783,41,11,52
QORL1_HUMAN,0.656,0.39,0.909,0.951,0.182,-0.377,0.116783,41,11,52
DHE3_HUMAN,0.656,0.634,0.727,0.951,0.273,-0.525,0.116783,41,11,52
G6PI_HUMAN,0.656,0.878,0.545,0.951,0.182,-0.324,0.116783,41,11,52
SODE_HUMAN,0.656,0.927,0.455,0.976,0.364,0.857,0.116783,41,11,52
CSF1_HUMAN,0.656,0.61,0.727,1.0,0.273,0.844,0.116783,41,11,52
AMY2B_HUMAN,0.656,0.854,0.455,0.951,0.273,1.248,0.116783,41,11,52
ASPG_HUMAN,0.656,0.732,0.545,1.0,0.182,0.502,0.116783,41,11,52
EF1G_HUMAN,0.656,0.78,0.636,0.951,0.273,-0.294,0.116783,41,11,52
PRDX6_HUMAN,0.656,0.707,0.727,1.0,0.0,-0.272,0.116783,41,11,52
ASAH1_HUMAN,0.656,1.0,0.364,1.0,0.364,0.65,0.116783,41,11,52
DLG1_HUMAN,0.656,0.488,0.909,1.0,0.182,0.519,0.116783,41,11,52
AAMP_HUMAN,0.656,0.854,0.545,1.0,0.0,-0.504,0.116783,41,11,52
MAP1S_HUMAN,0.656,0.805,0.545,0.976,0.091,-0.376,0.116783,41,11,52
SMYD5_HUMAN,0.656,0.854,0.455,1.0,0.091,-0.484,0.116775,41,11,52
CAND1_HUMAN,0.656,0.829,0.455,1.0,0.273,-0.441,0.116783,41,11,52
PXL2B_HUMAN,0.656,0.854,0.455,0.951,0.091,0.412,0.116783,41,11,52
MINY3_HUMAN,0.656,0.829,0.455,1.0,0.182,-0.394,0.116783,41,11,52
GPN1_HUMAN,0.656,0.976,0.364,0.976,0.364,-0.562,0.116783,41,11,52
PLXB2_HUMAN,0.654,0.683,0.636,0.951,0.182,0.341,0.122101,41,11,52
NCAM1_HUMAN,0.654,0.683,0.636,0.976,0.182,-0.444,0.122101,41,11,52
RASK_HUMAN,0.654,0.683,0.636,0.976,0.091,0.388,0.122101,41,11,52
CO8G_HUMAN,0.654,0.366,1.0,1.0,0.0,-0.466,0.122101,41,11,52
FA5_HUMAN,0.654,0.439,0.909,1.0,0.091,-0.554,0.122101,41,11,52
GNL1_HUMAN,0.654,0.902,0.455,0.976,0.273,-0.495,0.122101,41,11,52
KPCI_HUMAN,0.654,0.927,0.455,1.0,0.364,-0.577,0.122101,41,11,52
CRKL_HUMAN,0.654,0.512,0.818,0.951,0.364,-0.47,0.122101,41,11,52
IMA1_HUMAN,0.654,0.829,0.545,0.951,0.364,-0.797,0.122101,41,11,52
2A5A_HUMAN,0.654,0.634,0.727,1.0,0.273,0.583,0.122101,41,11,52
DRB5_HUMAN,0.654,0.878,0.455,0.951,0.364,0.82,0.122101,41,11,52
CSN6_HUMAN,0.654,0.854,0.455,0.951,0.182,-0.413,0.122101,41,11,52
SRGP1_HUMAN,0.654,0.61,0.727,0.976,0.273,-0.221,0.122101,41,11,52
DP13B_HUMAN,0.654,0.366,1.0,0.951,0.182,0.509,0.122101,41,11,52
REPS1_HUMAN,0.654,0.854,0.455,0.976,0.182,0.541,0.122101,41,11,52
DHRS6_HUMAN,0.654,0.756,0.545,0.951,0.273,0.712,0.122101,41,11,52
IRAK4_HUMAN,0.654,0.878,0.455,1.0,0.091,0.455,0.122101,41,11,52
CO8B_HUMAN,0.652,0.317,1.0,1.0,0.0,-0.547,0.127607,41,11,52
HEM3_HUMAN,0.652,0.659,0.727,1.0,0.091,-0.458,0.127607,41,11,52
PLCG1_HUMAN,0.652,0.268,1.0,1.0,0.182,-0.65,0.127607,41,11,52
MNDA_HUMAN,0.652,0.927,0.364,0.951,0.273,0.809,0.127607,41,11,52
RASF2_HUMAN,0.652,0.683,0.727,0.976,0.091,0.422,0.127607,41,11,52
SUMO3_HUMAN,0.652,0.439,0.909,1.0,0.0,-0.346,0.127607,41,11,52
SET_HUMAN,0.652,0.561,0.818,1.0,0.0,-0.251,0.127607,41,11,52
FGL2_HUMAN,0.652,0.902,0.455,0.951,0.273,0.549,0.127607,41,11,52
CDC37_HUMAN,0.652,0.902,0.364,0.951,0.273,-0.473,0.127607,41,11,52
CRLF3_HUMAN,0.652,0.878,0.545,0.951,0.364,-0.422,0.127607,41,11,52
PREX1_HUMAN,0.652,0.439,0.909,0.951,0.182,0.31,0.127607,41,11,52
DNJC9_HUMAN,0.652,0.829,0.545,0.951,0.273,-0.489,0.127607,41,11,52
LMO7_HUMAN,0.652,0.854,0.545,1.0,0.273,0.739,0.127607,41,11,52
WDR12_HUMAN,0.652,0.927,0.455,0.976,0.273,-0.532,0.127607,41,11,52
DHX36_HUMAN,0.652,0.732,0.636,0.976,0.273,-0.474,0.127607,41,11,52
RPR1B_HUMAN,0.652,0.902,0.545,0.951,0.455,-0.39,0.127607,41,11,52
GSTK1_HUMAN,0.652,0.463,1.0,0.976,0.182,0.616,0.127607,41,11,52
ITB2_HUMAN,0.65,0.878,0.455,1.0,0.182,0.515,0.133303,41,11,52
BIP_HUMAN,0.65,0.878,0.545,0.976,0.091,-0.337,0.133303,41,11,52
PCNA_HUMAN,0.65,0.39,0.909,0.976,0.182,-0.603,0.133303,41,11,52
1433T_HUMAN,0.65,0.317,1.0,0.951,0.182,-0.422,0.133295,41,11,52
RB27A_HUMAN,0.65,0.78,0.545,1.0,0.182,0.632,0.133303,41,11,52
TRAP1_HUMAN,0.65,0.927,0.545,0.951,0.455,-0.362,0.133303,41,11,52
PDZ1I_HUMAN,0.65,0.927,0.455,0.951,0.273,0.635,0.133303,41,11,52
PTPRS_HUMAN,0.65,0.805,0.545,1.0,0.182,0.676,0.133303,41,11,52
DOCK1_HUMAN,0.65,0.659,0.636,0.951,0.273,0.424,0.133303,41,11,52
ELOC_HUMAN,0.65,0.707,0.636,0.951,0.091,-0.375,0.133303,41,11,52
MARE1_HUMAN,0.65,0.829,0.455,0.976,0.273,-0.394,0.133303,41,11,52
CYTM_HUMAN,0.65,0.512,0.909,1.0,0.182,0.657,0.133303,41,11,52
DJC10_HUMAN,0.65,0.829,0.455,0.976,0.182,0.542,0.133303,41,11,52
PEPL1_HUMAN,0.65,0.805,0.636,0.951,0.182,0.237,0.133303,41,11,52
ARHG2_HUMAN,0.65,0.659,0.727,0.951,0.091,-0.39,0.133303,41,11,52
HGH1_HUMAN,0.65,0.854,0.545,0.951,0.091,-0.495,0.133303,41,11,52
PICK1_HUMAN,0.65,0.341,1.0,0.951,0.182,0.444,0.133303,41,11,52
GMPR2_HUMAN,0.65,0.341,1.0,0.951,0.091,0.393,0.133303,41,11,52
CHSP1_HUMAN,0.65,0.585,0.727,1.0,0.0,0.364,0.133303,41,11,52
XPO1_HUMAN,0.647,0.902,0.455,0.976,0.364,-0.432,0.139195,41,11,52
NRDC_HUMAN,0.647,0.756,0.545,0.951,0.273,-0.387,0.139186,41,11,52
SNX2_HUMAN,0.647,0.878,0.455,0.976,0.273,-0.353,0.139195,41,11,52
SNX4_HUMAN,0.647,0.585,0.727,1.0,0.0,0.416,0.139195,41,11,52
CLIC3_HUMAN,0.647,0.756,0.545,0.951,0.091,0.524,0.139195,41,11,52
EGFR_HUMAN,0.647,0.805,0.636,0.976,0.182,0.264,0.139195,41,11,52
MBL2_HUMAN,0.647,0.707,0.636,0.976,0.091,-0.605,0.139195,41,11,52
AKT2_HUMAN,0.647,0.902,0.636,0.951,0.091,-0.202,0.139195,41,11,52
LSP1_HUMAN,0.647,0.878,0.455,0.976,0.273,0.519,0.139195,41,11,52
CTNA1_HUMAN,0.647,0.878,0.455,1.0,0.182,0.527,0.139195,41,11,52
PP2AB_HUMAN,0.647,0.707,0.636,0.951,0.091,0.331,0.139195,41,11,52
